gene_id	finite_after_aggregate	all_zero_after_aggregate	eligible_rank	n_source_rows	n_eligible_source_rows
7105	True	False	True	1	1
64102	True	False	True	1	1
8813	True	False	True	1	1
57147	True	False	True	1	1
55732	True	False	True	1	1
2268	True	False	True	1	1
3075	True	False	True	1	1
2519	True	False	True	1	1
2729	True	False	True	1	1
4800	True	False	True	1	1
90529	True	False	True	1	1
57185	True	False	True	1	1
81887	True	False	True	1	1
22875	True	False	True	1	1
6405	True	False	True	1	1
1080	True	False	True	1	1
54467	True	False	True	1	1
1595	True	False	True	1	1
889	True	False	True	1	1
5893	True	False	True	1	1
572	True	False	True	1	1
51056	True	False	True	1	1
4267	True	False	True	1	1
9957	True	False	True	1	1
26	True	False	True	1	1
51384	True	False	True	1	1
23072	True	False	True	1	1
8379	True	False	True	1	1
3927	True	False	True	1	1
29916	True	False	True	1	1
55365	True	False	True	1	1
4074	True	False	True	1	1
90293	True	False	True	1	1
56603	True	False	True	1	1
3382	True	False	True	1	1
79007	True	False	True	1	1
57679	True	False	True	1	1
843	True	False	True	1	1
8837	True	False	True	1	1
7035	True	False	True	1	1
55471	True	False	True	1	1
10181	True	False	True	1	1
9108	True	False	True	1	1
6542	True	False	True	1	1
381	True	False	True	1	1
23098	True	False	True	1	1
26073	True	False	True	1	1
23129	True	False	True	1	1
204	True	False	True	1	1
952	True	False	True	1	1
2288	True	False	True	1	1
23028	True	False	True	1	1
10180	True	False	True	1	1
84254	True	False	True	1	1
5965	True	False	True	1	1
55610	True	False	True	1	1
126393	True	False	True	1	1
115703	True	False	True	1	1
4706	True	False	True	1	1
5166	True	False	True	1	1
85413	True	False	True	1	1
51364	True	False	True	1	1
340273	True	False	True	1	1
170302	True	False	True	1	1
10165	True	False	True	1	1
996	True	False	True	1	1
6521	True	False	True	1	1
799	True	False	True	1	1
3052	True	False	True	1	1
1856	True	False	True	1	1
64063	True	False	True	1	1
5976	True	False	True	1	1
8935	True	False	True	1	1
292	True	False	True	1	1
55013	True	False	True	1	1
3207	True	False	True	1	1
5439	True	False	True	1	1
56919	True	False	True	1	1
4222	True	False	True	1	1
221981	True	False	True	1	1
3980	True	False	True	1	1
79657	True	False	True	1	1
6296	True	False	True	1	1
81691	True	False	True	1	1
57019	True	False	True	1	1
56928	True	False	True	1	1
80256	True	False	True	1	1
51226	True	False	True	1	1
5577	True	False	True	1	1
10943	True	False	True	1	1
1387	True	False	True	1	1
9256	True	False	True	1	1
4353	True	False	True	1	1
5444	True	False	True	1	1
6936	True	False	True	1	1
84058	True	False	True	1	1
54677	True	False	True	1	1
5244	True	False	True	1	1
55904	True	False	True	1	1
57414	True	False	True	1	1
30812	True	False	True	1	1
25998	True	False	True	1	1
7748	True	False	True	1	1
23077	True	False	True	1	1
26224	True	False	True	1	1
3683	True	False	True	1	1
5164	True	False	True	1	1
3675	True	False	True	1	1
7543	True	False	True	1	1
3920	True	False	True	1	1
3674	True	False	True	1	1
51666	True	False	True	1	1
51573	True	False	True	1	1
55049	True	False	True	1	1
9244	True	False	True	1	1
114881	True	False	True	1	1
26022	True	False	True	1	1
51087	True	False	True	1	1
3883	False	True	False	1	0
9020	True	False	True	1	1
6833	True	False	True	1	1
10368	True	False	True	1	1
54972	True	False	True	1	1
163	True	False	True	1	1
6863	True	False	True	1	1
10127	True	False	True	1	1
6376	True	False	True	1	1
64847	True	False	True	1	1
8913	True	False	True	1	1
51330	True	False	True	1	1
1750	True	False	True	1	1
4293	True	False	True	1	1
5898	True	False	True	1	1
55971	True	False	True	1	1
80853	True	False	True	1	1
2115	True	False	True	1	1
55750	True	False	True	1	1
221	True	False	True	1	1
55001	True	False	True	1	1
57157	True	False	True	1	1
10344	True	False	True	1	1
9855	True	False	True	1	1
10083	True	False	True	1	1
79017	True	False	True	1	1
10926	True	False	True	1	1
6915	True	False	True	1	1
3475	True	False	True	1	1
56891	True	False	True	1	1
1352	True	False	True	1	1
9569	True	False	True	1	1
54623	True	False	True	1	1
27072	True	False	True	1	1
9912	True	False	True	1	1
60528	True	False	True	1	1
85477	True	False	True	1	1
414	True	False	True	1	1
8228	True	False	True	1	1
8735	True	False	True	1	1
79602	True	False	True	1	1
51265	True	False	True	1	1
151531	True	False	True	1	1
10942	True	False	True	1	1
57787	True	False	True	1	1
8842	True	False	True	1	1
115098	True	False	True	1	1
90273	True	False	True	1	1
5048	True	False	True	1	1
4843	True	False	True	1	1
1770	True	False	True	1	1
9703	True	False	True	1	1
9058	False	True	False	1	0
8522	True	False	True	1	1
79090	True	False	True	1	1
4145	True	False	True	1	1
1087	True	False	True	1	1
974	True	False	True	1	1
6329	True	False	True	1	1
54879	True	False	True	1	1
8277	True	False	True	1	1
5080	True	False	True	1	1
113000	True	False	True	1	1
64285	True	False	True	1	1
55692	True	False	True	1	1
9254	True	False	True	1	1
8938	True	False	True	1	1
115939	True	False	True	1	1
9091	True	False	True	1	1
57585	True	False	True	1	1
7005	True	False	True	1	1
6401	True	False	True	1	1
55735	True	False	True	1	1
2328	True	False	True	1	1
29116	True	False	True	1	1
27035	True	False	True	1	1
1870	True	False	True	1	1
5689	True	False	True	1	1
6853	True	False	True	1	1
3720	True	False	True	1	1
6792	True	False	True	1	1
57172	True	False	True	1	1
728642	True	False	True	1	1
65220	True	False	True	1	1
7021	True	False	True	1	1
83741	True	False	True	1	1
9940	True	False	True	1	1
9265	True	False	True	1	1
53616	True	False	True	1	1
6856	True	False	True	1	1
1534	True	False	True	1	1
9043	True	False	True	1	1
1951	True	False	True	1	1
10157	True	False	True	1	1
55200	True	False	True	1	1
51188	True	False	True	1	1
84954	True	False	True	1	1
4257	True	False	True	1	1
1407	True	False	True	1	1
8993	True	False	True	1	1
4784	True	False	True	1	1
6482	True	False	True	1	1
64386	True	False	True	1	1
9235	True	False	True	1	1
5310	True	False	True	1	1
23542	True	False	True	1	1
9862	True	False	True	1	1
23221	True	False	True	1	1
54497	True	False	True	1	1
7095	True	False	True	1	1
6224	True	False	True	1	1
7812	True	False	True	1	1
9690	True	False	True	1	1
5980	True	False	True	1	1
10178	True	False	True	1	1
5081	True	False	True	1	1
10747	True	False	True	1	1
389434	True	False	True	1	1
199870	True	False	True	1	1
80342	True	False	True	1	1
29954	True	False	True	1	1
51534	True	False	True	1	1
51085	True	False	True	1	1
9031	True	False	True	1	1
10048	True	False	True	1	1
51513	True	False	True	1	1
83932	True	False	True	1	1
51603	True	False	True	1	1
8798	True	False	True	1	1
7756	True	False	True	1	1
7384	True	False	True	1	1
83930	True	False	True	1	1
928	True	False	True	1	1
57467	True	False	True	1	1
9918	True	False	True	1	1
25900	True	False	True	1	1
2696	True	False	True	1	1
51533	True	False	True	1	1
56920	True	False	True	1	1
11188	True	False	True	1	1
23166	True	False	True	1	1
80199	True	False	True	1	1
6540	True	False	True	1	1
3423	True	False	True	1	1
5646	True	False	True	1	1
7752	True	False	True	1	1
920	True	False	True	1	1
10233	True	False	True	1	1
695	True	False	True	1	1
3077	True	False	True	1	1
22955	True	False	True	1	1
2534	True	False	True	1	1
3097	True	False	True	1	1
2326	True	False	True	1	1
6924	True	False	True	1	1
11313	True	False	True	1	1
1185	True	False	True	1	1
9902	True	False	True	1	1
654364	True	False	True	1	1
6534	True	False	True	1	1
10867	True	False	True	1	1
55727	True	False	True	1	1
9546	True	False	True	1	1
54903	True	False	True	1	1
51099	True	False	True	1	1
3730	True	False	True	1	1
26993	True	False	True	1	1
54799	True	False	True	1	1
51096	True	False	True	1	1
54476	True	False	True	1	1
54902	True	False	True	1	1
5725	True	False	True	1	1
8193	True	False	True	1	1
9066	True	False	True	1	1
23395	True	False	True	1	1
5286	True	False	True	1	1
5329	True	False	True	1	1
54443	True	False	True	1	1
58525	True	False	True	1	1
23637	True	False	True	1	1
1634	True	False	True	1	1
54814	True	False	True	1	1
5536	True	False	True	1	1
23177	True	False	True	1	1
8491	True	False	True	1	1
27033	True	False	True	1	1
7305	True	False	True	1	1
57146	True	False	True	1	1
2556	True	False	True	1	1
672	True	False	True	1	1
2067	True	False	True	1	1
933	True	False	True	1	1
7869	True	False	True	1	1
51360	True	False	True	1	1
4007	True	False	True	1	1
4057	True	False	True	1	1
2137	True	False	True	1	1
9971	True	False	True	1	1
60481	True	False	True	1	1
240	True	False	True	1	1
8284	True	False	True	1	1
57658	True	False	True	1	1
55148	True	False	True	1	1
11183	True	False	True	1	1
30845	True	False	True	1	1
5704	True	False	True	1	1
23324	True	False	True	1	1
57709	True	False	True	1	1
5010	True	False	True	1	1
51629	True	False	True	1	1
9961	True	False	True	1	1
51667	True	False	True	1	1
5238	True	False	True	1	1
112611	True	False	True	1	1
1195	True	False	True	1	1
55703	True	False	True	1	1
23357	True	False	True	1	1
9604	True	False	True	1	1
1774	True	False	True	1	1
1663	True	False	True	1	1
50865	True	False	True	1	1
9052	True	False	True	1	1
10046	True	False	True	1	1
923	True	False	True	1	1
10460	True	False	True	1	1
23376	True	False	True	1	1
23649	True	False	True	1	1
23144	True	False	True	1	1
823	True	False	True	1	1
55	True	False	True	1	1
4190	True	False	True	1	1
10463	True	False	True	1	1
10903	True	False	True	1	1
1355	True	False	True	1	1
440193	True	False	True	1	1
10138	True	False	True	1	1
10771	True	False	True	1	1
7454	True	False	True	1	1
1800	True	False	True	1	1
637	True	False	True	1	1
9782	True	False	True	1	1
29881	True	False	True	1	1
64132	True	False	True	1	1
84220	True	False	True	1	1
81551	True	False	True	1	1
23386	True	False	True	1	1
3670	True	False	True	1	1
55349	True	False	True	1	1
53832	True	False	True	1	1
1179	True	False	True	1	1
22802	True	False	True	1	1
55830	True	False	True	1	1
27032	True	False	True	1	1
3479	True	False	True	1	1
92745	True	False	True	1	1
10928	True	False	True	1	1
22902	True	False	True	1	1
1272	True	False	True	1	1
6556	True	False	True	1	1
25937	True	False	True	1	1
8540	True	False	True	1	1
63932	True	False	True	1	1
477	True	False	True	1	1
55622	True	False	True	1	1
147948	True	False	True	1	1
23584	True	False	True	1	1
23187	True	False	True	1	1
8685	True	False	True	1	1
1591	True	False	True	1	1
56981	True	False	True	1	1
57586	True	False	True	1	1
6591	True	False	True	1	1
972	True	False	True	1	1
3082	True	False	True	1	1
54764	True	False	True	1	1
23154	True	False	True	1	1
25960	True	False	True	1	1
155100	True	False	True	1	1
55734	True	False	True	1	1
4331	True	False	True	1	1
23034	True	False	True	1	1
864	True	False	True	1	1
4361	True	False	True	1	1
58473	True	False	True	1	1
1992	True	False	True	1	1
64816	True	False	True	1	1
11136	True	False	True	1	1
6683	True	False	True	1	1
9369	True	False	True	1	1
114879	True	False	True	1	1
9716	True	False	True	1	1
1373	True	False	True	1	1
732	True	False	True	1	1
2273	True	False	True	1	1
51507	True	False	True	1	1
2554	True	False	True	1	1
55655	True	False	True	1	1
57210	True	False	True	1	1
9921	True	False	True	1	1
55778	True	False	True	1	1
64429	True	False	True	1	1
57476	True	False	True	1	1
6050	True	False	True	1	1
4719	True	False	True	1	1
9821	True	False	True	1	1
23071	True	False	True	1	1
211	True	False	True	1	1
330	True	False	True	1	1
11215	True	False	True	1	1
51022	True	False	True	1	1
6617	True	False	True	1	1
51071	True	False	True	1	1
11171	True	False	True	1	1
1244	True	False	True	1	1
50619	True	False	True	1	1
51177	True	False	True	1	1
2730	True	False	True	1	1
23304	True	False	True	1	1
30846	True	False	True	1	1
55635	True	False	True	1	1
25901	True	False	True	1	1
58528	True	False	True	1	1
3298	True	False	True	1	1
51230	True	False	True	1	1
8630	True	False	True	1	1
10062	True	False	True	1	1
1890	True	False	True	1	1
29781	True	False	True	1	1
10953	True	False	True	1	1
11231	True	False	True	1	1
23633	True	False	True	1	1
7431	True	False	True	1	1
100533107	True	False	True	1	1
355	True	False	True	1	1
8635	True	False	True	1	1
960	True	False	True	1	1
3755	True	False	True	1	1
56895	True	False	True	1	1
57823	True	False	True	1	1
11119	True	False	True	1	1
4285	True	False	True	1	1
5583	True	False	True	1	1
3645	True	False	True	1	1
3459	True	False	True	1	1
11285	True	False	True	1	1
9047	True	False	True	1	1
7444	True	False	True	1	1
7133	True	False	True	1	1
55591	True	False	True	1	1
5452	True	False	True	1	1
65980	True	False	True	1	1
6642	True	False	True	1	1
9519	True	False	True	1	1
56938	True	False	True	1	1
9774	True	False	True	1	1
55334	True	False	True	1	1
286	True	False	True	1	1
3381	True	False	True	1	1
51106	True	False	True	1	1
9135	True	False	True	1	1
3149	True	False	True	1	1
23279	True	False	True	1	1
578	True	False	True	1	1
4593	True	False	True	1	1
22807	True	False	True	1	1
2896	True	False	True	1	1
51306	True	False	True	1	1
57514	True	False	True	1	1
55166	True	False	True	1	1
6301	True	False	True	1	1
8498	True	False	True	1	1
5926	True	False	True	1	1
7260	True	False	True	1	1
10908	True	False	True	1	1
8100	True	False	True	1	1
56052	True	False	True	1	1
55596	True	False	True	1	1
10061	True	False	True	1	1
54480	True	False	True	1	1
57554	True	False	True	1	1
2530	True	False	True	1	1
55236	True	False	True	1	1
9846	True	False	True	1	1
535	True	False	True	1	1
8554	True	False	True	1	1
9497	True	False	True	1	1
321	True	False	True	1	1
5606	True	False	True	1	1
79645	True	False	True	1	1
9168	True	False	True	1	1
28990	True	False	True	1	1
25897	True	False	True	1	1
8504	True	False	True	1	1
11345	True	False	True	1	1
4653	True	False	True	1	1
26751	True	False	True	1	1
84908	True	False	True	1	1
7414	True	False	True	1	1
55789	True	False	True	1	1
23604	True	False	True	1	1
8439	True	False	True	1	1
159	True	False	True	1	1
26228	True	False	True	1	1
7077	True	False	True	1	1
5981	True	False	True	1	1
55773	True	False	True	1	1
8452	True	False	True	1	1
9172	True	False	True	1	1
5009	True	False	True	1	1
10858	True	False	True	1	1
26009	True	False	True	1	1
6570	True	False	True	1	1
9099	True	False	True	1	1
846	True	False	True	1	1
27175	True	False	True	1	1
51121	True	False	True	1	1
2324	True	False	True	1	1
54888	True	False	True	1	1
54455	True	False	True	1	1
4238	True	False	True	1	1
84245	True	False	True	1	1
4234	True	False	True	1	1
3224	True	False	True	1	1
175	True	False	True	1	1
55300	True	False	True	1	1
259282	True	False	True	1	1
27430	True	False	True	1	1
7092	True	False	True	1	1
23644	True	False	True	1	1
7204	True	False	True	1	1
1462	True	False	True	1	1
23274	True	False	True	1	1
4481	True	False	True	1	1
999	True	False	True	1	1
23517	True	False	True	1	1
1767	True	False	True	1	1
9765	True	False	True	1	1
79567	True	False	True	1	1
729	True	False	True	1	1
26064	True	False	True	1	1
11063	True	False	True	1	1
11284	True	False	True	1	1
54831	True	False	True	1	1
23035	True	False	True	1	1
54908	True	False	True	1	1
27067	True	False	True	1	1
54896	True	False	True	1	1
1497	True	False	True	1	1
65078	True	False	True	1	1
79142	True	False	True	1	1
1008	True	False	True	1	1
3631	True	False	True	1	1
5874	True	False	True	1	1
5685	True	False	True	1	1
23026	True	False	True	1	1
55341	True	False	True	1	1
10039	True	False	True	1	1
3371	True	False	True	1	1
90326	True	False	True	1	1
140876	True	False	True	1	1
55775	True	False	True	1	1
84883	True	False	True	1	1
55812	True	False	True	1	1
9440	True	False	True	1	1
54884	True	False	True	1	1
822	True	False	True	1	1
1175	True	False	True	1	1
7399	True	False	True	1	1
11055	True	False	True	1	1
7038	True	False	True	1	1
10863	True	False	True	1	1
8538	True	False	True	1	1
54165	True	False	True	1	1
23338	True	False	True	1	1
7546	True	False	True	1	1
3937	True	False	True	1	1
54802	True	False	True	1	1
153	True	False	True	1	1
2981	False	True	False	1	0
9820	True	False	True	1	1
1495	True	False	True	1	1
5256	True	False	True	1	1
54875	True	False	True	1	1
2042	True	False	True	1	1
3309	True	False	True	1	1
1829	True	False	True	1	1
54960	True	False	True	1	1
8481	True	False	True	1	1
2824	True	False	True	1	1
51438	True	False	True	1	1
80243	True	False	True	1	1
22884	True	False	True	1	1
64848	True	False	True	1	1
56474	True	False	True	1	1
51606	True	False	True	1	1
5431	True	False	True	1	1
56204	True	False	True	1	1
116984	True	False	True	1	1
7175	True	False	True	1	1
1356	True	False	True	1	1
23247	True	False	True	1	1
84062	True	False	True	1	1
7504	True	False	True	1	1
57101	True	False	True	1	1
57102	True	False	True	1	1
6322	True	False	True	1	1
55841	True	False	True	1	1
395	True	False	True	1	1
27146	True	False	True	1	1
4134	True	False	True	1	1
57120	True	False	True	1	1
6098	True	False	True	1	1
57646	True	False	True	1	1
9734	True	False	True	1	1
26262	True	False	True	1	1
51491	True	False	True	1	1
57545	True	False	True	1	1
50484	True	False	True	1	1
168850	True	False	True	1	1
608	True	False	True	1	1
92017	True	False	True	1	1
55885	True	False	True	1	1
55173	True	False	True	1	1
2978	True	False	True	1	1
51773	True	False	True	1	1
55187	True	False	True	1	1
10659	True	False	True	1	1
23196	True	False	True	1	1
23518	True	False	True	1	1
1298	True	False	True	1	1
4254	True	False	True	1	1
1161	True	False	True	1	1
11174	True	False	True	1	1
9563	True	False	True	1	1
9341	True	False	True	1	1
8863	True	False	True	1	1
10911	True	False	True	1	1
3604	True	False	True	1	1
55040	True	False	True	1	1
4052	True	False	True	1	1
5954	True	False	True	1	1
2006	True	False	True	1	1
5982	True	False	True	1	1
57492	True	False	True	1	1
81037	True	False	True	1	1
23327	True	False	True	1	1
50943	True	False	True	1	1
89801	True	False	True	1	1
3074	True	False	True	1	1
79810	True	False	True	1	1
340533	True	False	True	1	1
51528	True	False	True	1	1
27122	True	False	True	1	1
7984	True	False	True	1	1
9603	True	False	True	1	1
63933	True	False	True	1	1
51474	True	False	True	1	1
25875	True	False	True	1	1
9498	True	False	True	1	1
10319	True	False	True	1	1
5733	True	False	True	1	1
79931	True	False	True	1	1
5601	True	False	True	1	1
91522	True	False	True	1	1
9564	True	False	True	1	1
84067	True	False	True	1	1
9709	True	False	True	1	1
9454	True	False	True	1	1
5888	True	False	True	1	1
10721	True	False	True	1	1
5291	True	False	True	1	1
1535	True	False	True	1	1
84321	True	False	True	1	1
23593	True	False	True	1	1
10198	True	False	True	1	1
54477	True	False	True	1	1
5652	True	False	True	1	1
80143	True	False	True	1	1
23223	True	False	True	1	1
57600	True	False	True	1	1
6307	True	False	True	1	1
55761	True	False	True	1	1
60529	True	False	True	1	1
23105	True	False	True	1	1
1112	True	False	True	1	1
728464	True	False	True	1	1
8574	True	False	True	1	1
51154	True	False	True	1	1
4826	True	False	True	1	1
55850	True	False	True	1	1
23101	True	False	True	1	1
83714	True	False	True	1	1
3909	True	False	True	1	1
55745	True	False	True	1	1
29945	True	False	True	1	1
3784	True	False	True	1	1
27095	True	False	True	1	1
9967	True	False	True	1	1
29085	True	False	True	1	1
954	True	False	True	1	1
4065	True	False	True	1	1
51742	True	False	True	1	1
23596	True	False	True	1	1
10806	True	False	True	1	1
5798	True	False	True	1	1
55733	True	False	True	1	1
23095	True	False	True	1	1
2296	True	False	True	1	1
25771	True	False	True	1	1
23224	True	False	True	1	1
57475	True	False	True	1	1
10079	True	False	True	1	1
23626	True	False	True	1	1
140689	True	False	True	1	1
25884	True	False	True	1	1
23201	True	False	True	1	1
84957	True	False	True	1	1
2581	True	False	True	1	1
51602	True	False	True	1	1
26099	True	False	True	1	1
3757	True	False	True	1	1
8454	True	False	True	1	1
10827	True	False	True	1	1
26999	True	False	True	1	1
23118	True	False	True	1	1
116254	True	False	True	1	1
5610	True	False	True	1	1
57602	True	False	True	1	1
58508	True	False	True	1	1
55283	True	False	True	1	1
114800	True	False	True	1	1
23369	True	False	True	1	1
84545	True	False	True	1	1
3700	True	False	True	1	1
3697	True	False	True	1	1
54969	True	False	True	1	1
51663	True	False	True	1	1
55609	True	False	True	1	1
10886	True	False	True	1	1
112885	True	False	True	1	1
7185	True	False	True	1	1
54542	True	False	True	1	1
55540	True	False	True	1	1
10758	True	False	True	1	1
8908	True	False	True	1	1
131566	True	False	True	1	1
6317	True	False	True	1	1
6646	True	False	True	1	1
5318	True	False	True	1	1
4438	True	False	True	1	1
2155	True	False	True	1	1
2665	True	False	True	1	1
639	True	False	True	1	1
9474	True	False	True	1	1
57458	True	False	True	1	1
57095	True	False	True	1	1
57504	True	False	True	1	1
8975	True	False	True	1	1
23200	True	False	True	1	1
3918	True	False	True	1	1
5218	True	False	True	1	1
29927	True	False	True	1	1
4659	True	False	True	1	1
5923	True	False	True	1	1
816	True	False	True	1	1
9696	True	False	True	1	1
55718	True	False	True	1	1
493	True	False	True	1	1
9877	True	False	True	1	1
55781	True	False	True	1	1
54432	True	False	True	1	1
55706	True	False	True	1	1
1608	True	False	True	1	1
84256	True	False	True	1	1
64718	True	False	True	1	1
6916	True	False	True	1	1
64761	True	False	True	1	1
5832	True	False	True	1	1
6894	True	False	True	1	1
5188	True	False	True	1	1
4084	True	False	True	1	1
5128	True	False	True	1	1
548645	True	False	True	1	1
6515	True	False	True	1	1
5662	True	False	True	1	1
9150	True	False	True	1	1
8531	True	False	True	1	1
55359	True	False	True	1	1
65125	True	False	True	1	1
442216	True	False	True	1	1
55749	True	False	True	1	1
11054	True	False	True	1	1
2769	True	False	True	1	1
84699	True	False	True	1	1
55650	True	False	True	1	1
10076	True	False	True	1	1
9410	True	False	True	1	1
23504	True	False	True	1	1
1301	True	False	True	1	1
79832	True	False	True	1	1
51660	True	False	True	1	1
30	True	False	True	1	1
586	True	False	True	1	1
51564	True	False	True	1	1
11178	True	False	True	1	1
93166	True	False	True	1	1
7478	True	False	True	1	1
6676	True	False	True	1	1
10787	True	False	True	1	1
60488	True	False	True	1	1
2983	True	False	True	1	1
6433	True	False	True	1	1
10188	True	False	True	1	1
23041	True	False	True	1	1
1001	True	False	True	1	1
416	True	False	True	1	1
65056	True	False	True	1	1
84649	True	False	True	1	1
7771	True	False	True	1	1
1431	True	False	True	1	1
4058	True	False	True	1	1
64951	True	False	True	1	1
63916	True	False	True	1	1
23063	True	False	True	1	1
81671	True	False	True	1	1
10513	True	False	True	1	1
5424	True	False	True	1	1
124925	True	False	True	1	1
1975	True	False	True	1	1
28968	True	False	True	1	1
29998	True	False	True	1	1
56848	True	False	True	1	1
6141	True	False	True	1	1
770	True	False	True	1	1
79763	True	False	True	1	1
11338	True	False	True	1	1
29924	True	False	True	1	1
55588	True	False	True	1	1
57491	True	False	True	1	1
2928	True	False	True	1	1
8776	True	False	True	1	1
2817	True	False	True	1	1
57143	True	False	True	1	1
3029	True	False	True	1	1
6047	True	False	True	1	1
841	True	False	True	1	1
22998	True	False	True	1	1
55726	True	False	True	1	1
51768	True	False	True	1	1
1747	True	False	True	1	1
53340	True	False	True	1	1
10077	True	False	True	1	1
8839	True	False	True	1	1
58524	True	False	True	1	1
10402	True	False	True	1	1
9914	True	False	True	1	1
4804	True	False	True	1	1
50937	True	False	True	1	1
6873	True	False	True	1	1
28996	True	False	True	1	1
23534	True	False	True	1	1
8625	True	False	True	1	1
54929	True	False	True	1	1
9170	True	False	True	1	1
5476	True	False	True	1	1
10147	True	False	True	1	1
6558	True	False	True	1	1
28966	True	False	True	1	1
2139	True	False	True	1	1
1265	True	False	True	1	1
10347	True	False	True	1	1
9627	True	False	True	1	1
11218	True	False	True	1	1
53339	True	False	True	1	1
55711	True	False	True	1	1
8537	True	False	True	1	1
5449	True	False	True	1	1
1117	True	False	True	1	1
22904	True	False	True	1	1
5378	True	False	True	1	1
10362	True	False	True	1	1
10203	True	False	True	1	1
6882	True	False	True	1	1
23294	True	False	True	1	1
8943	True	False	True	1	1
7629	True	False	True	1	1
9351	True	False	True	1	1
4913	True	False	True	1	1
54887	True	False	True	1	1
2773	True	False	True	1	1
3843	True	False	True	1	1
4942	True	False	True	1	1
10885	True	False	True	1	1
5586	True	False	True	1	1
57418	True	False	True	1	1
9697	True	False	True	1	1
9423	True	False	True	1	1
9340	True	False	True	1	1
55388	True	False	True	1	1
1606	True	False	True	1	1
2065	True	False	True	1	1
54763	True	False	True	1	1
91526	True	False	True	1	1
3735	True	False	True	1	1
23536	True	False	True	1	1
10954	True	False	True	1	1
55633	True	False	True	1	1
4710	True	False	True	1	1
23013	True	False	True	1	1
4638	True	False	True	1	1
55854	True	False	True	1	1
6416	True	False	True	1	1
55248	True	False	True	1	1
9892	True	False	True	1	1
9748	True	False	True	1	1
51167	True	False	True	1	1
1308	True	False	True	1	1
119391	True	False	True	1	1
55176	True	False	True	1	1
5588	True	False	True	1	1
7089	True	False	True	1	1
51665	True	False	True	1	1
83641	True	False	True	1	1
4199	True	False	True	1	1
23216	True	False	True	1	1
8621	True	False	True	1	1
10797	True	False	True	1	1
84679	True	False	True	1	1
55810	True	False	True	1	1
4904	True	False	True	1	1
5141	True	False	True	1	1
5525	True	False	True	1	1
1496	True	False	True	1	1
1994	True	False	True	1	1
7075	True	False	True	1	1
57609	True	False	True	1	1
6602	True	False	True	1	1
9682	True	False	True	1	1
4802	True	False	True	1	1
84217	True	False	True	1	1
6550	True	False	True	1	1
25791	True	False	True	1	1
259266	True	False	True	1	1
8832	True	False	True	1	1
64834	True	False	True	1	1
6688	True	False	True	1	1
30834	True	False	True	1	1
744	True	False	True	1	1
51208	True	False	True	1	1
27107	True	False	True	1	1
4287	True	False	True	1	1
9950	True	False	True	1	1
2263	True	False	True	1	1
55631	True	False	True	1	1
51015	True	False	True	1	1
2009	True	False	True	1	1
60487	True	False	True	1	1
55623	True	False	True	1	1
91283	True	False	True	1	1
26153	True	False	True	1	1
55102	True	False	True	1	1
10565	True	False	True	1	1
348158	True	False	True	1	1
57623	True	False	True	1	1
9650	True	False	True	1	1
10734	True	False	True	1	1
2235	True	False	True	1	1
4649	True	False	True	1	1
8653	True	False	True	1	1
5214	True	False	True	1	1
3422	True	False	True	1	1
6672	True	False	True	1	1
1316	True	False	True	1	1
8611	True	False	True	1	1
4756	True	False	True	1	1
23471	True	False	True	1	1
5255	True	False	True	1	1
7132	True	False	True	1	1
782	True	False	True	1	1
7813	True	False	True	1	1
9399	True	False	True	1	1
5315	True	False	True	1	1
54505	True	False	True	1	1
30836	True	False	True	1	1
79091	True	False	True	1	1
7158	True	False	True	1	1
7216	True	False	True	1	1
51018	True	False	True	1	1
387	True	False	True	1	1
1659	True	False	True	1	1
5590	True	False	True	1	1
7544	True	False	True	1	1
55699	True	False	True	1	1
6857	True	False	True	1	1
89795	True	False	True	1	1
3421	True	False	True	1	1
79641	True	False	True	1	1
57595	True	False	True	1	1
492	True	False	True	1	1
6093	True	False	True	1	1
865	True	False	True	1	1
5165	True	False	True	1	1
8692	True	False	True	1	1
9759	True	False	True	1	1
11186	True	False	True	1	1
2261	True	False	True	1	1
3430	True	False	True	1	1
63897	True	False	True	1	1
80347	True	False	True	1	1
79990	True	False	True	1	1
4205	True	False	True	1	1
55593	True	False	True	1	1
7030	True	False	True	1	1
4943	True	False	True	1	1
2182	True	False	True	1	1
3632	True	False	True	1	1
27238	True	False	True	1	1
56850	True	False	True	1	1
24140	True	False	True	1	1
55771	True	False	True	1	1
65055	True	False	True	1	1
23250	True	False	True	1	1
25885	True	False	True	1	1
9741	True	False	True	1	1
57217	True	False	True	1	1
51447	True	False	True	1	1
286749	True	False	True	1	1
55133	True	False	True	1	1
3796	True	False	True	1	1
10235	True	False	True	1	1
23198	True	False	True	1	1
57560	True	False	True	1	1
22933	True	False	True	1	1
27248	True	False	True	1	1
5526	True	False	True	1	1
5837	True	False	True	1	1
8712	False	True	False	1	0
5307	True	False	True	1	1
57113	True	False	True	1	1
375449	True	False	True	1	1
221395	True	False	True	1	1
54549	True	False	True	1	1
8756	False	True	False	1	0
55746	True	False	True	1	1
64710	True	False	True	1	1
55737	True	False	True	1	1
10294	True	False	True	1	1
602	True	False	True	1	1
8514	True	False	True	1	1
10060	True	False	True	1	1
51083	True	False	True	1	1
29121	True	False	True	1	1
139341	True	False	True	1	1
4129	True	False	True	1	1
6095	True	False	True	1	1
1815	True	False	True	1	1
7049	True	False	True	1	1
8399	True	False	True	1	1
54626	True	False	True	1	1
