stable_id	gene_symbol	gene_type	mean_control_wounded	mean_diabetic_wounded	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction
ENSMUSG00000000194	Gpr107	protein_coding	3.12808354778317	3.18978736589378	0.02542198052411493	0.032619105145770044	0.284706991270031	0.6988202929404057	1.0	True	True	False	up
ENSMUSG00000000204	Slfn4	protein_coding	6.430018868483013	26.450932585603766	1.986367445560877	1.8850281465631777	3.1418463983700247	0.01051905857287219	0.9997149600313526	True	True	True	up
ENSMUSG00000000216	Scnn1g	protein_coding	2.225929333333333	3.693726333333333	0.7086517833156574	0.5894421667520509	3.4030623728714655	0.007543289636378984	0.9997149600313526	True	True	True	up
ENSMUSG00000000248	Clec2g	protein_coding	0.6049692500878117	2.0191340264606	1.2570462271503835	1.8358004948797015	0.8733249569411394	0.28551930038741546	1.0	True	True	True	up
ENSMUSG00000000253	Gmpr	protein_coding	14.299949422585733	14.7273999694361	0.04318025080126198	-0.02671582422884322	0.3117700952553357	0.6588545510481019	1.0	True	False	False	up
ENSMUSG00000000266	Mid2	protein_coding	3.4026557890066567	3.3162865016432534	-0.021790252233497842	-0.1678212092499951	-0.080754279483087	0.9102164165028874	1.0	True	True	False	down
ENSMUSG00000000275	Trim25	protein_coding	16.2592097524041	18.981883581566436	0.22368638826479081	0.26059282329547484	1.451404173079841	0.09364907418026841	0.9997149600313526	True	True	False	up
ENSMUSG00000000276	Dgke	protein_coding	1.1085461544851167	1.0499259424108753	-0.06963173477947582	-0.010846654032819397	-0.46767022949922166	0.517179472192754	1.0	True	True	False	down
ENSMUSG00000000278	Scpep1	protein_coding	17.196355333333333	16.983277333333334	-0.022772943806204538	-0.04932122421801921	-0.09691407187976864	0.8898429272125392	1.0	True	True	False	down
ENSMUSG00000000282	Mnt	protein_coding	3.3662411320510066	3.122544515452777	-0.12048350078426506	-0.18516840153637415	-0.5209583563976183	0.5049197609994713	1.0	True	True	False	down
ENSMUSG00000000290	Itgb2	protein_coding	1.3212208250327662	2.51414494156837	0.7756037395203472	0.43723838934149223	1.0079264294588346	0.21769762915099822	1.0	True	True	True	up
ENSMUSG00000000295	Hddc2	protein_coding	11.089687876757884	8.564097509026986	-0.3691174295843105	-0.5044498576750134	-1.7447034353643636	0.055758660846532616	0.9997149600313526	True	True	False	down
ENSMUSG00000000296	Tpd52l1	protein_coding	15.473295316452534	12.034717228269075	-0.3577231796666589	-0.3812802951287053	-1.11123880265817	0.16454736784010743	1.0	True	True	False	down
ENSMUSG00000000301	Pemt	protein_coding	1.6620385083967033	1.5289794318757934	-0.111906073136125	-0.04165106622715542	-0.4130425019030123	0.5616155041546991	1.0	True	True	False	down
ENSMUSG00000000303	Cdh1	protein_coding	35.20193567963853	32.72484898571637	-0.10453545587781932	-0.09173465924531587	-0.7224390226408056	0.3310272408128886	1.0	True	True	False	down
ENSMUSG00000000305	Cdh4	protein_coding	0.10853925791190111	0.0639187741490974	-0.2927452148996941	-0.5301935174793284	-0.5615639985967898	1.0	1.0	False	True	False	down
ENSMUSG00000000308	Ckmt1	protein_coding	77.72186326135149	46.52392766720084	-0.7408113339207079	-0.6691674716699678	-5.167043343443253	0.0019303467934954394	0.8357005303742758	True	True	True	down
ENSMUSG00000000320	Alox12	protein_coding	2.38936344390045	3.359066539371683	0.5059960701496875	0.7746317537952383	1.2131818507293133	0.1599598387694308	1.0	True	True	True	up
ENSMUSG00000000325	Arvcf	protein_coding	2.61269580238651	2.4194567425162132	-0.10296244811916622	-0.1946239360654316	-0.51533898909604	0.4785973686971481	1.0	True	True	False	down
ENSMUSG00000000326	Comt	protein_coding	15.248171662980534	13.395532660610833	-0.1917049538834794	-0.22989506358490486	-1.2806176747478126	0.1784454476906615	1.0	True	True	False	down
ENSMUSG00000000339	Rtca	protein_coding	17.5264494572695	19.6097344852837	0.16583656027016858	0.1319004974064022	1.0915973469920928	0.20289907799173612	1.0	True	True	False	up
ENSMUSG00000000340	Dbt	protein_coding	7.1728871006571095	7.675424245619273	0.0971369292188129	0.11324800349318664	1.5407765899841628	0.1036223673668295	0.9997149600313526	True	True	False	up
ENSMUSG00000000346	Dazap2	protein_coding	195.1341603333333	208.90171833333332	0.09736884868707119	0.1507848674319776	1.2744746657125028	0.14424790250305078	1.0	True	True	False	up
ENSMUSG00000000355	Mcts1	protein_coding	24.777387656057698	19.3060851387651	-0.3665356754692377	-0.33647132219448395	-1.9388995493303978	0.07574942654965683	0.9997149600313526	True	True	False	down
ENSMUSG00000000374	Trappc10	protein_coding	4.107830972522967	3.9792456570291996	-0.0466718414581222	-0.06611414034932706	-0.4333509120244578	0.5535777698314652	1.0	True	True	False	down
ENSMUSG00000000378	Ccm2	protein_coding	7.917542375704673	7.855684465902894	-0.012647884469474846	0.0550804472490638	-0.06913775494327544	0.9209239537310745	1.0	True	False	False	down
ENSMUSG00000000384	Tbrg4	protein_coding	5.731850277507213	5.241590003517317	-0.15309114244047795	-0.23920975395214894	-0.5057774996042521	0.5167794561577902	1.0	True	True	False	down
ENSMUSG00000000385	Tmprss2	protein_coding	15.048733666666669	17.608839333333332	0.22054838915053754	0.3081591573984146	1.0120165747183967	0.20452829985363086	1.0	True	True	False	up
ENSMUSG00000000386	Mx1	protein_coding	1.5912820651855917	1.2579045830133484	-0.24764289233969372	0.1670019625020821	-0.27612684865954923	0.6955988828248021	1.0	True	False	False	down
ENSMUSG00000000399	Ndufa9	protein_coding	59.989316667935896	52.56653049182927	-0.19205279869356673	-0.1272335422729869	-1.3959896476421554	0.10727694127172249	0.9997149600313526	True	True	False	down
ENSMUSG00000000402	Egfl6	protein_coding	0.40661966666666666	0.44805433333333333	0.1420309299855177	-0.008185933610987184	0.4271415046283806	1.0	1.0	False	False	False	up
ENSMUSG00000000409	Lck	protein_coding	0.6850001753727101	0.6352603026061227	-0.0949071277921194	-0.1367750335430808	-0.30184118229212137	1.0	1.0	False	True	False	down
ENSMUSG00000000420	Galnt1	protein_coding	26.187480928368668	25.827030790300167	-0.0206188073273621	-0.015565670668385323	-0.12969769822420402	0.8523724287512288	1.0	True	True	False	down
ENSMUSG00000000439	Mkrn2	protein_coding	2.9133724400666203	2.81723844387342	-0.05107106681630924	0.01643831927673589	-0.39808320732925606	0.5989404087248997	1.0	True	False	False	down
ENSMUSG00000000441	Raf1	protein_coding	8.228113488726564	7.90961694351108	-0.05363621238280869	-0.08301010606642123	-0.47648636451159315	0.5243235044340204	1.0	True	True	False	down
ENSMUSG00000000486	Sept1	protein_coding	0.5469656562914708	0.772964112679455	0.41265478045762327	0.29506058639448757	1.5836953739531732	1.0	1.0	False	True	False	up
ENSMUSG00000000489	Pdgfb	protein_coding	2.4936103333333333	1.836733	-0.4076369322550667	-0.4944669139901894	-1.4516276129613206	0.11418700562703346	1.0	True	True	False	down
ENSMUSG00000000531	Grasp	protein_coding	1.6404093333333334	1.4173743333333333	-0.24212364294759148	-0.12833154396954194	-0.5040568173563406	0.5004440825374231	1.0	True	True	False	down
ENSMUSG00000000532	Acvr1b	protein_coding	5.323705666666666	4.288852666666666	-0.2979671388762455	-0.3815502004161826	-1.7600675028549848	0.10366756458459842	0.9997149600313526	True	True	False	down
ENSMUSG00000000538	Tom1l2	protein_coding	2.8347528678305203	2.8184479603681734	0.0014742078952338922	-0.14953582075800953	0.007495372014347652	0.9917641704280022	1.0	True	False	False	up
ENSMUSG00000000552	Zfp385a	protein_coding	8.052878	8.460887666666666	0.07629478663018929	0.07865694105152876	0.4446368724921284	0.5492620338695717	1.0	True	True	False	up
ENSMUSG00000000555	Itga5	protein_coding	1.3865388686027333	1.7434392835059302	0.28626196819249816	0.13539439748323756	0.7321106394518996	0.3399375168931052	1.0	True	True	False	up
ENSMUSG00000000561	Wdr77	protein_coding	5.03527335722647	4.2758901022516005	-0.2556006614779043	-0.40748665735281	-0.4967109722627587	0.4930276858359484	1.0	True	True	False	down
ENSMUSG00000000563	Atp5f1	protein_coding	65.0329266355664	58.574923531140904	-0.15848686459296069	-0.04460802390219154	-0.9012732318371369	0.2888319578908983	1.0	True	True	False	down
ENSMUSG00000000567	Sox9	protein_coding	15.067236	11.481216666666667	-0.39743207584049367	-0.40923008551009943	-1.5217126520295452	0.09084539343305537	0.9997149600313526	True	True	False	down
ENSMUSG00000000568	Hnrnpd	protein_coding	10.9589353085849	9.809298062188377	-0.1742127851386246	-0.28514378389785167	-0.7283653540616292	0.3720338733779682	1.0	True	True	False	down
ENSMUSG00000000579	Dynlt1c	protein_coding	20.028407671873634	17.933051726237732	-0.15859932094014884	-0.1582448311743816	-1.8817477258949022	0.044976922103512736	0.9997149600313526	True	True	False	down
ENSMUSG00000000581	C1d	protein_coding	26.0062520236963	24.253587646307903	-0.10033702192283478	-0.11915353148739705	-0.8554503421305659	0.26049155626927756	1.0	True	True	False	down
ENSMUSG00000000594	Gm2a	protein_coding	7.970683333333334	14.158113	0.7908093069278341	0.8579154164869403	2.3834114362104963	0.06356027098802344	0.9997149600313526	True	True	True	up
ENSMUSG00000000600	Krit1	protein_coding	1.37090620724843	1.38245370336643	0.004216384143115426	-0.12500547275878982	0.021528300382308546	0.9758204724528087	1.0	True	False	False	up
ENSMUSG00000000605	Clcn4	protein_coding	4.889715351059284	3.8676892017492697	-0.3370524153624024	-0.4177703800741157	-1.6914926985373642	0.07770554026490314	0.9997149600313526	True	True	False	down
ENSMUSG00000000628	Hk2	protein_coding	8.28931040425532	5.4573861966270165	-0.6489665737655317	-0.7249558272302603	-1.3181800151506797	0.15239353603870456	1.0	True	True	True	down
ENSMUSG00000000631	Myo18a	protein_coding	5.181409424580657	5.32781096753341	0.03846729002421867	0.01548093957177965	0.22216743057009083	0.7510694418649722	1.0	True	True	False	up
ENSMUSG00000000673	Haao	protein_coding	1.5730196666666665	0.5029766666666667	-1.5913075960798122	-1.642679996490306	-2.1467951533707326	0.05509670218229164	0.9997149600313526	True	True	True	down
ENSMUSG00000000682	Cd52	protein_coding	4.47263703622578	6.709134196012353	0.5872245822896582	0.6776606645365753	0.8610058124064125	0.2583331857215028	1.0	True	True	True	up
ENSMUSG00000000693	Loxl3	protein_coding	1.0376325672387587	1.0622078412629425	0.0342994100762955	0.12225494873625306	0.10187794712114659	0.8836696692404681	1.0	True	True	False	up
ENSMUSG00000000708	Kat2b	protein_coding	6.90321442812136	6.696940454146977	-0.03901275318057529	0.026338614712663855	-0.31471493755792607	0.6731603877251283	1.0	True	False	False	down
ENSMUSG00000000711	Rab5b	protein_coding	22.6013883561057	20.964483838609866	-0.10346485715962128	-0.33084482550021566	-0.3295740698174646	0.6412696711475137	1.0	True	True	False	down
ENSMUSG00000000724	Cryba1	protein_coding	0.7680381863237132	14.770943753241335	3.710678638897278	2.4704125667993235	1.3448501058643756	0.1091518496734872	0.9997149600313526	True	True	True	up
ENSMUSG00000000732	Icosl	protein_coding	2.6843100200577195	2.7752109401154397	0.06326316397209486	-0.0551291989982583	0.2245302932933837	0.7571813681255783	1.0	True	False	False	up
ENSMUSG00000000738	Spg7	protein_coding	4.562237336210714	4.882487728936106	0.09753828413559296	0.10091043937232458	0.39811025820429485	0.5754056608004172	1.0	True	True	False	up
ENSMUSG00000000740	Rpl13	protein_coding	582.1547052500963	513.2504631538858	-0.18188577001502182	-0.1819061534718731	-2.4187338202353033	0.021203271959154706	0.9997149600313526	True	True	False	down
ENSMUSG00000000743	Chmp1a	protein_coding	43.2765549712714	41.28624435768134	-0.06820996998605722	-0.09346848612486891	-1.096260900715492	0.17918284914806093	1.0	True	True	False	down
ENSMUSG00000000751	Rpa1	protein_coding	18.3230157468029	18.488299766164698	0.005241349130706396	0.05326473636008355	0.028934151138679757	0.9680612884692059	1.0	True	True	False	up
ENSMUSG00000000753	Serpinf1	protein_coding	44.65707600748903	37.7148999392398	-0.26108267624401815	-0.016178648587036548	-0.8114776249515475	0.30594109386817897	1.0	True	True	False	down
ENSMUSG00000000759	Tubgcp3	protein_coding	3.3297894116090867	3.6012860254046064	0.12327332032969096	0.09033695366895955	0.5054752917237461	0.5058158154544168	1.0	True	True	False	up
ENSMUSG00000000776	Polr3d	protein_coding	6.333772614459236	6.545541188156974	0.04987816393828215	0.18372451620377284	0.15884939393000497	0.8199192429218594	1.0	True	True	False	up
ENSMUSG00000000782	Tcf7	protein_coding	1.9336817696507935	2.358799365206347	0.27001627046239696	0.3248523076936882	0.9321863961188206	0.22858660223150704	1.0	True	True	False	up
ENSMUSG00000000787	Ddx3x	protein_coding	94.78535866350843	94.0061883272693	-0.008012929542647207	0.00404598704769743	-0.057222482648346173	0.9361107002373481	1.0	True	False	False	down
ENSMUSG00000000792	Slc5a5	protein_coding	0.7796926666666666	1.084625	0.4511783496561431	0.706870047151887	0.929127448917505	0.23327483054050277	1.0	True	True	False	up
ENSMUSG00000000804	Usp32	protein_coding	4.993674279383684	5.043539536328123	0.014988531213047995	-0.1323517772128846	0.05873002201692497	0.9327001235059321	1.0	True	False	False	up
ENSMUSG00000000811	Txnrd3	protein_coding	9.103086	8.994381666666667	-0.01878910255025046	-0.011876244850676176	-0.22150254254905408	0.7610993882537426	1.0	True	True	False	down
ENSMUSG00000000823	Zfp512b	protein_coding	2.406366153108173	2.4402939310327967	0.030007255480587247	-0.04384222103403679	0.1557805384065917	0.8335664952400234	1.0	True	False	False	up
ENSMUSG00000000826	Dnajc5	protein_coding	6.657011040989503	6.035319928136533	-0.14306411768366134	-0.09392945451620305	-1.1477796784747734	0.2028438936885503	1.0	True	True	False	down
ENSMUSG00000000827	Tpd52l2	protein_coding	9.75884190278334	9.251659157701058	-0.07226560493980116	-0.1647266037733397	-0.2380222063306419	0.7344448325251425	1.0	True	True	False	down
ENSMUSG00000000838	Fmr1	protein_coding	6.690439925124546	6.031493557885347	-0.16705057428118897	-0.15703777494328452	-0.6393789401669013	0.42993838461958245	1.0	True	True	False	down
ENSMUSG00000000861	Bcl11a	protein_coding	0.5348160460215058	0.32029217533206866	-0.6927683014055884	-0.8599395308753914	-1.2082571221900784	1.0	1.0	False	True	True	down
ENSMUSG00000000876	Pxmp4	protein_coding	4.1312260776065095	3.3174237300363933	-0.30776488312350514	-0.24280208741087472	-3.0306918501424662	0.010087056898818158	0.9997149600313526	True	True	False	down
ENSMUSG00000000881	Dlg3	protein_coding	10.362519200889784	11.683847032397933	0.17594347220839746	0.11092635796504613	1.3090084654641314	0.16300979265982193	1.0	True	True	False	up
ENSMUSG00000000884	Gnb1l	protein_coding	1.5698245975824534	1.5801847092539199	0.01022717691691577	-0.035804704732817716	0.0854941092685702	0.9027838099361555	1.0	True	False	False	up
ENSMUSG00000000901	Mmp11	protein_coding	0.7331145219582433	0.7193545489560843	-0.12664312957457646	-0.16634376342413765	-0.1939280110218471	1.0	1.0	False	True	False	down
ENSMUSG00000000902	Smarcb1	protein_coding	5.648432368263976	5.464673692812106	-0.05410295555453004	-0.008838317888071323	-0.24534445030325616	0.7309940898042517	1.0	True	True	False	down
ENSMUSG00000000915	Hip1r	protein_coding	6.02593756787443	7.383569982087123	0.2925208947897051	0.218295924479186	1.8666564077692713	0.061472925393972734	0.9997149600313526	True	True	False	up
ENSMUSG00000000916	Nsun5	protein_coding	2.1269888833294734	2.352516338583893	0.1390931742107151	-0.0715122468298115	0.44352528658785695	0.5344131637023378	1.0	True	False	False	up
ENSMUSG00000000934	Top1mt	protein_coding	7.117346666666666	5.514693	-0.38019385746456	-0.572184593807818	-1.289939155951406	0.15033635467091508	1.0	True	True	False	down
ENSMUSG00000000957	Mmp14	protein_coding	20.11117766705817	22.101013780480997	0.13559334183404026	0.09935182359391792	1.7731051177308519	0.05360743788241041	0.9997149600313526	True	True	False	up
ENSMUSG00000000958	Slc7a7	protein_coding	0.9259258735042734	0.7123103484162896	-0.35266074990499535	-0.31571050805104356	-1.4833129549247785	1.0	1.0	False	True	False	down
ENSMUSG00000000959	Oxa1l	protein_coding	7.415296453743177	7.5730059210978995	0.029728936501697056	0.046486220669114786	0.4765904822765694	0.5076377144257148	1.0	True	True	False	up
ENSMUSG00000000976	Heatr6	protein_coding	2.168012527444563	1.9428189867580603	-0.1625718909988012	0.08760711924034847	-0.5347993750760163	0.468071010500016	1.0	True	False	False	down
ENSMUSG00000000982	Ccl3	protein_coding	1.6128566666666666	14.610851333333335	2.1401084771081194	1.4001178956214178	0.9217079412526297	0.2564362874890753	1.0	True	True	True	up
ENSMUSG00000000983	Wfdc18	protein_coding	3.2118462797814202	0.5543356286885244	-2.7800714602102508	-1.5808179219964567	-1.577617926569919	0.10830901501541608	0.9997149600313526	True	True	True	down
ENSMUSG00000001016	Ilf2	protein_coding	9.321631740947955	9.448806455788658	0.022207013098707318	0.0908318096675913	0.1432262304995142	0.8387284083449427	1.0	True	True	False	up
ENSMUSG00000001017	Chtop	protein_coding	17.286407315644734	15.024735661075965	-0.2052963365082916	-0.24699038990056588	-1.6661534393251398	0.11776526408523101	1.0	True	True	False	down
ENSMUSG00000001018	Snapin	protein_coding	6.75989140669578	6.124722983260554	-0.11694656536699144	-0.2757047987855086	-0.4056332612593229	0.5974613856011526	1.0	True	True	False	down
ENSMUSG00000001020	S100a4	protein_coding	116.14921636643851	195.56882010958898	0.7685388570287506	0.909745779821411	2.10952751437947	0.04031814862702082	0.9997149600313526	True	True	True	up
ENSMUSG00000001021	S100a3	protein_coding	6.063816104946997	4.505699890223793	-0.4138584140596766	-0.3307924072985582	-0.8922084646035253	0.24439589928152736	1.0	True	True	False	down
ENSMUSG00000001025	S100a6	protein_coding	1402.2793987542066	1797.6312307585933	0.35159054251752053	0.48591114994892415	1.892980738027475	0.07011325504364482	0.9997149600313526	True	True	False	up
ENSMUSG00000001027	Scn4a	protein_coding	0.16214281228992133	0.19695856194669334	0.17849182452053203	0.04585572043905639	0.5093474877133619	1.0	1.0	False	True	False	up
ENSMUSG00000001034	Mapk7	protein_coding	1.9350995446821433	2.361823682521617	0.2726070457742784	0.31147529359658743	1.1722718896807591	0.14834247692244262	1.0	True	True	False	up
ENSMUSG00000001036	Epn2	protein_coding	6.242430721372098	9.17728983180311	0.7620408782946289	0.2506334550048326	0.8144394873299636	0.3374256275664666	1.0	True	True	True	up
ENSMUSG00000001039	B9d1	protein_coding	8.326646210713536	7.770443658296717	-0.1037599310356141	-0.196904960592291	-0.3421271254032929	0.6289386495074392	1.0	True	True	False	down
ENSMUSG00000001052	Sec24b	protein_coding	5.451525534772976	5.53647723211517	0.023172851002733807	0.08284502810549199	0.1761333749039477	0.8014876026740276	1.0	True	True	False	up
ENSMUSG00000001053	N4bp3	protein_coding	23.312726757453564	22.8801475456989	-0.03425128313553483	-0.026713024118505402	-0.1405434879568619	0.841891232997249	1.0	True	True	False	down
ENSMUSG00000001054	Rmnd5b	protein_coding	12.082992077279036	11.451240563010934	-0.0751878151069536	-0.0729494730764686	-0.7882922583257203	0.3159152617893014	1.0	True	True	False	down
ENSMUSG00000001056	Nhp2	protein_coding	125.499009856021	106.41281212681804	-0.24491438369706042	-0.1833200685024874	-0.8225351526776807	0.281227741328656	1.0	True	True	False	down
ENSMUSG00000001062	Vps9d1	protein_coding	1.7508248285788202	1.92152741632706	0.12683655021729623	0.10788144066377692	0.5167153256352758	0.4731941402372567	1.0	True	True	False	up
ENSMUSG00000001065	Zfp276	protein_coding	0.7270126309222421	0.7323711787221218	0.02325068788107254	-0.04800020526206833	0.09162877905948663	1.0	1.0	False	False	False	up
ENSMUSG00000001082	Mfsd10	protein_coding	4.163955552176916	4.14433638931122	-0.0024103570024092136	0.11011306501656715	-0.00793805714714913	0.9908967974062244	1.0	True	False	False	down
ENSMUSG00000001089	Luzp1	protein_coding	6.90478853500986	5.423343420899087	-0.4744213350730693	-1.303846492305469	-0.4491771257598775	0.5329180557384243	1.0	True	True	False	down
ENSMUSG00000001095	Slc13a2	protein_coding	0.8151366666666666	0.6441183333333335	-0.13210673427403674	0.3411468287683701	-0.17203447180309564	1.0	1.0	False	False	False	down
ENSMUSG00000001098	Kctd10	protein_coding	23.0573680569448	23.231144563505836	0.009901569100847496	-0.008819179854797632	0.15157682368973852	0.8329753784179659	1.0	True	False	False	up
ENSMUSG00000001100	Poldip2	protein_coding	13.077076908362	13.583136552119134	0.04469538789269123	-0.047707917386330845	0.24603378248660707	0.7416510465940348	1.0	True	False	False	up
ENSMUSG00000001105	Ift20	protein_coding	32.333379234316936	33.150142312349736	0.03547880896602962	0.06872662079152914	0.5311953634286845	0.4658203399651243	1.0	True	True	False	up
ENSMUSG00000001119	Col6a1	protein_coding	24.5694966019787	22.3323777739726	-0.16581635273382478	-0.27224521490692055	-0.5099198778103479	0.5098288439343652	1.0	True	True	False	down
ENSMUSG00000001120	Pcbp3	protein_coding	3.256267345039207	2.884942209569266	-0.18176408308806336	-0.33941498462513087	-0.597860256301123	0.4208583974278988	1.0	True	True	False	down
ENSMUSG00000001123	Lgals9	protein_coding	33.977256358758396	49.75153533614104	0.5470603623377484	0.3474898177728525	1.8033879253753613	0.05088881496833943	0.9997149600313526	True	True	True	up
ENSMUSG00000001127	Araf	protein_coding	4.301848489578553	3.2655988510931064	-0.382857804290462	-0.5263929220036148	-1.5643053828213387	0.07949783716677135	0.9997149600313526	True	True	False	down
ENSMUSG00000001128	Cfp	protein_coding	2.7133331136712733	3.170930038018433	0.19673702628614875	0.3406769619152954	0.6947413575424194	0.39047098450494144	1.0	True	True	False	up
ENSMUSG00000001131	Timp1	protein_coding	32.399470186186164	41.080904871621634	0.3165128109136539	0.7062950323564916	0.39606901733351046	0.5782262505060594	1.0	True	True	False	up
ENSMUSG00000001134	Uxt	protein_coding	16.5955885944682	15.165218389058333	-0.12504660238797483	-0.1084622385865388	-1.030161725488391	0.2499895936165484	1.0	True	True	False	down
ENSMUSG00000001138	Cnnm3	protein_coding	0.834827550519211	0.9015437384215983	0.096889233200384	0.09853881673285278	0.3574320918912799	1.0	1.0	False	True	False	up
ENSMUSG00000001143	Lman2l	protein_coding	1.4590295272908467	1.2731771199438346	-0.20398649436066846	-0.05782544527400424	-0.7492912769123526	0.3694790379114373	1.0	True	True	False	down
ENSMUSG00000001150	Mcm3ap	protein_coding	2.647002326895467	3.10052615580566	0.22340792011523303	0.1572494201263792	1.539270984747861	0.09345704358778112	0.9997149600313526	True	True	False	up
ENSMUSG00000001151	Pcnt	protein_coding	1.7217300760517766	1.7108751670506301	-0.0011232938658212177	-0.0016180565257374324	-0.005260206555285585	0.9940745150202202	1.0	True	True	False	down
ENSMUSG00000001156	Mxd1	protein_coding	23.040855574377833	24.109425552366165	0.08368832904575285	0.20733256392606148	0.3140801884249313	0.6724861405556132	1.0	True	True	False	up
ENSMUSG00000001157	Gmcl1	protein_coding	4.525359339596487	3.97204278520458	-0.19748434850325314	-0.16648080431244994	-0.8300723438388298	0.3149852072569713	1.0	True	True	False	down
ENSMUSG00000001158	Snrnp27	protein_coding	41.94710311758303	43.716871631464365	0.060358878991147336	0.08637992249286519	0.37231121121487676	0.5995246961797293	1.0	True	True	False	up
ENSMUSG00000001166	Oas1c	protein_coding	5.339256513790713	4.5353499858627835	-0.2249906838091298	-0.3194192001069971	-0.9887262659776123	0.21536301759534163	1.0	True	True	False	down
ENSMUSG00000001173	Ocrl	protein_coding	2.4255605003865335	2.2726190414997567	-0.0741909208872118	-0.11968120140088967	-0.25649011942573596	0.7228486443834178	1.0	True	True	False	down
ENSMUSG00000001175	Calm1	protein_coding	75.82497934204564	81.28011934565802	0.09630423215797546	0.0003504595182706183	0.7001408440599451	0.36797971813186936	1.0	True	True	False	up
